,datetime,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude 
4848,2/13/2014 06:05,coral springs,FL,us,oval,600,10 minutes,Large bright object in South Florida,2/14/2014,26.2708333,-80.27083329999999
4849,2/13/2014 18:59,miami,FL,us,light,60,1 minute,Two star-like objects&#44 bright&#44 appear then disappear.,2/14/2014,25.7738889,-80.1938889
4850,2/13/2014 22:15,west kendall,FL,us,circle,4,3-4 seconds,As I was walking back into my apartment&#44 I saw a round white light appear from nowhere and move across the sky super fast.,2/14/2014,25.6788889,-80.3175
4851,2/14/2014 19:00,winter park,FL,us,other,600,10 minutes,2 Sets of 3 Amber Lights In Triangle Formation Over Winter Park&#44 FL.,2/21/2014,28.5997222,-81.3394444
4852,2/14/2014 20:00,ft. denaud,FL,,circle,600,10 minutes,Bright circular object in North sky near Ft. Denaud&#44 FL.,3/18/2014,26.745455,-81.466826
4853,2/14/2014 20:30,greenacres,FL,,sphere,152,152 seconds,Hovering objects in palm beach Florida,2/21/2014,26.627628,-80.13539
4854,2/15/2012 19:00,tampa,FL,us,light,30,30 seconds,3 bright red lights over tampa,3/13/2012,27.9472222,-82.45861109999998
4855,2/15/2014 19:00,juno beach,FL,us,fireball,1200,20 minutes,Two hovering parallel lights over ocean.,2/21/2014,26.8794444,-80.0536111
4856,2/15/2014 22:30,lakeland,FL,us,fireball,1800,30 minutes,Three individuals witnessed seven Orange orbs within 20 minutes moving from the Northwest and going towards the South. They were orange,2/21/2014,28.0391667,-81.95
4857,2/15/2014 23:20,palm city,FL,us,oval,15,15 seconds,Orange glowing orb traveling over central Martin County&#44 Florida.,2/21/2014,27.1675000,-80.26638890000001
4858,2/15/2014 23:30,boynton beach,FL,us,triangle,600,10 minutes,6 orange triangular craft flying north to south&#44 flying in pairs of 2&#44 about a minute apart....very bright and very fast.,2/21/2014,26.5250000,-80.0666667
4859,2/16/2012 03:45,homestead,FL,us,unknown,300,5 minutes each time,UFO Sighting Over Homestead&#44 FL.,3/13/2012,25.4683333,-80.4777778
4860,2/16/2012 19:00,gainesville,FL,us,oval,600,10 mins,Didnt belive too much till I started seeing this&#33&#33,3/13/2012,29.6513889,-82.325
4861,2/16/2012 19:00,miami,FL,us,light,300,5 minutes,Ball of light shoots across night sky&#44 then vanishes,3/13/2012,25.7738889,-80.1938889
4862,2/16/2012 19:00,panama city,FL,us,sphere,300,5 minutes,Two bright orbs zig zagging over Tyndall Air Force Base&#44 Florida.,3/13/2012,30.1586111,-85.66027779999999
4863,2/16/2014 16:00,lantana,FL,us,other,3600,>1 hour,Hovering over the ocean.,2/27/2014,26.5863889,-80.0522222
4864,2/17/2011 21:00,tampa,FL,us,disk,10,5-10 seconds,Saucer Shaped UFO sighted in night sky,2/23/2011,27.9472222,-82.45861109999998
4865,2/17/2012 21:30,port charlotte,FL,us,light,1800,30 minutes,Bright pulsing  flare over charlotte harbor fl.  ((NUFORC Note:  Jupiter or Venus&#44 which are in the NW sky at this hour?  PD)),3/13/2012,26.9758333,-82.0908333
4866,2/17/2014 00:40,winter park,FL,us,changing,180,3 minutes,Walking my dog around midnight I noticed a bright orange round (ball) moving north&#44  It appeared to flames coming from the rear. moved,2/21/2014,28.5997222,-81.3394444
4867,2/17/2014 13:00,keaton beach,FL,us,oval,60,1 minute,Black Drone with highly advanced propulsion system.,2/21/2014,29.8241667,-83.595
4868,2/18/2011 20:45,tallahassee,FL,us,circle,1800,15-30 minutes,Multiple orange glowing lights over Tallahassee&#44 FL,2/23/2011,30.4380556,-84.2808333
4869,2/18/2011 21:00,tallahassee,FL,us,circle,300,5 minutes,Bright light in the sky in Tallahassee,2/23/2011,30.4380556,-84.2808333
4870,2/18/2012 17:43,miami lakes,FL,us,chevron,180,3 minutes,4 Black Objects with fireball behind them moving very slowly in the night sky,3/13/2012,25.9083333,-80.30888890000001
4871,2/18/2014 09:46,tampa,FL,us,circle,180,3 minutes,On Tuesday 2/18/2014 on or about 9:46 am while standing on my front porch me and my nephew were observing this  commercial southwest ai,2/21/2014,27.9472222,-82.45861109999998
4872,2/18/2014 10:50,cape canaveral,FL,us,cylinder,600,10 minutes,Silver cylinder over Cape Canaveral&#44 Fl.,2/21/2014,28.4055556,-80.605
4873,2/19/2011 21:21,shalimar,FL,us,diamond,60,1 minute,A upside down diamond shaped that was glow fire orange and then turned into a red ball and disappeared was spotted infront of my house.,2/23/2011,30.4455556,-86.5791667
4874,2/19/2012 00:15,jacksonville,FL,us,sphere,12,10-12 sec.,Fast moving object w/ a bauitiful orange aura that seemed to pulsate travaling at high rate of speed.,3/13/2012,30.3319444,-81.6558333
4875,2/19/2012 21:15,arcadia,FL,us,circle,900,15 min.,Red lights in the sky over Arcadia,3/13/2012,27.2155556,-81.85861109999999
4876,2/19/2013 19:00,north lauderdale,FL,us,fireball,300,5 minutes,Last night at my home in North Lauderdale&#44FL I saw three orange balls floating in the sky.  They were a minute behind each other.,2/28/2013,26.2169444,-80.2261111
4877,2/19/2013 19:30,dade city,FL,us,sphere,480,5-8 minutes,On Clinton Avenue&#44 south of Dade City&#44 I observed 12 round&#44 orange lights traveling in  a straight line from SW to NE&#44 making no sound.,2/28/2013,28.3644444,-82.1961111
4878,2/19/2014 00:30,palm city,FL,us,fireball,120,2 minutes,More than 1 sighting this week.,2/27/2014,27.1675000,-80.26638890000001
4879,2/20/2011 21:30,miami,FL,us,sphere,240,4 minutes,2 Cirular objects with a reddish/ orange light move across the downtown Miami,3/10/2011,25.7738889,-80.1938889
4880,2/20/2013 20:00,marathon,FL,us,fireball,300,5 minutes,Orange and red fire ball.,2/28/2013,24.7133333,-81.0905556
4881,2/20/2013 21:00,sarasota,FL,us,light,240,4 minutes,Unexplained light in night sky changes color before disappearing.,8/30/2013,27.3361111,-82.5308333
4882,2/20/2014 09:00,orlando,FL,us,circle,300,5 minutes,I WATCHED THIS CIRCLE OBJECT MOVE FROM ONE SIDE OF THE SKY SLOWLY TO THE OTHER END. AND JUST STOPPED AND HOVERED THERE FOR 5 MINS BEFO,2/27/2014,28.5380556,-81.3794444
4883,2/20/2014 19:50,vero beach,FL,us,fireball,240,3-4 minutes,A large orange object emitting a metallic&#44 sparkling contrai&#44 totally unique and different than any object previously experienced.,2/21/2014,27.6383333,-80.3975
4884,2/20/2014 20:55,orlando,FL,us,circle,240,4 minutes,Big bright orange mothership and two smaller crafts.,2/21/2014,28.5380556,-81.3794444
4885,2/20/2014 21:10,saint cloud,FL,us,sphere,180,3 minutes,I was smoking a cigarette in my car and when I finished I began to go inside.  On my way to the door I noticed a very bright red light.,2/21/2014,28.2486111,-81.28138890000001
4886,2/21/2011 18:40,miami,FL,us,unknown,1200,20 min,Black object seen floating in th air in Miami,2/23/2011,25.7738889,-80.1938889
4887,2/21/2014 02:30,daytona beach,FL,us,fireball,240,3-4 minutes,Fireball Object is recorded on the Daytona Beach Live Cam.  It went into the ocean.,2/27/2014,29.2105556,-81.02305559999999
4888,2/21/2014 19:30,winter park (orlando),FL,us,sphere,2400,40 minutes,Winter Park&#44 Fl&#44 11 Red orbs seen in southern sky starting around 7:30pm for 40 mins.,2/27/2014,28.5997222,-81.3394444
4889,2/21/2014 19:45,winter park,FL,us,light,2400,40 minute,Irregularly pulsing red lights shooting across the sky&#44 coming to a complete stop&#44 then ascending upwards into the atmosphere.,2/27/2014,28.5997222,-81.3394444
4890,2/21/2014 21:00,orlando,FL,us,oval,20,several hours,Load booms like thunder but sound like they are coming from underground.,2/27/2014,28.5380556,-81.3794444
4891,2/2/2011 23:00,west palm beach,FL,us,light,15,15 seconds,At what seemed to be a very high altitude&#44 an object&#44 moving at a high speed&#44 traveling from south to north&#44 was seen&#44 then disappeared,2/8/2011,26.7052778,-80.0366667
4892,2/2/2013 23:30,oviedo/winter springs,FL,,circle,600,10 minutes,A friend and I were on our way home last night in seperate vehicles when i recived a phone call from him. I answered and asked whats up,2/4/2013,28.668107,-81.227436
4893,2/2/2014 00:00,wellington,FL,us,fireball,45,45 seconds,Me and my friends saw a giant orange fireball going really fast across the sky.,3/18/2014,26.6583333,-80.2416667
4894,2/2/2014 00:42,miami,FL,us,circle,180,3 minutes,3 red/Orange lights moving Very slowly&#44 with same distance on of the other them desapearedpd one by One.,2/7/2014,25.7738889,-80.1938889
4895,2/2/2014 20:10,port st. lucie,FL,,disk,180,3 minutes,Orange saucer sighted by two for 4 minutes over western/central FL 8:10pm on 02.02.2014,2/7/2014,27.273049,-80.358226
4896,2/22/2011 22:00,dunnellon,FL,us,light,120,2 min,Regular night sky observer with no previous sightings until now.,2/23/2011,29.0488889,-82.4611111
4897,2/22/2013 19:00,west palm beach,FL,us,circle,300,3-5 minutes,Range lights in sky,2/28/2013,26.7052778,-80.0366667
4898,2/22/2014 19:15,boca raton,FL,us,oval,600,10 minutes,Nine orange oval objects flying above Boca Raton.,2/27/2014,26.3583333,-80.08333329999999
4899,2/23/2014 07:00,winter park,FL,us,unknown,4,4 seconds,At around 7 AM this morning&#44 I woke up hearing my wife making a bottle for our baby. At the same time&#44 I heard a loud humming&#44 to the p,2/27/2014,28.5997222,-81.3394444
4900,2/23/2014 19:30,brandon,FL,us,light,240,~4 minutes,8 amber colored spheres seen in the sky traveling in formation&#44 then disappearing.,2/27/2014,27.9375000,-82.28611109999999
4901,2/24/2011 19:50,jacksonville,FL,us,circle,3,2-3 seconds,Bright meteor-like object falling from upper left sky to lower right quickly changed directions and disappeared over the horizon,3/10/2011,30.3319444,-81.6558333
4902,2/24/2011 20:30,jacksonville,FL,us,triangle,120,1- 2 mins,We were outside i step to the side by myself to look at the stars and i seen a triangular shaped object with bright white lights... ive,3/10/2011,30.3319444,-81.6558333
4903,2/24/2014 00:00,orlando,FL,us,triangle,900,15 minutes,Triangular shaped aircraft followed by helicopter above 535.,2/27/2014,28.5380556,-81.3794444
4904,2/24/2014 00:00,palm city,FL,us,circle,180,3 minutes,Bright orange light rotating in sky but no sound of an aircraft.,2/27/2014,27.1675000,-80.26638890000001
4905,2/25/2011 16:10,new port richey,FL,us,cigar,120,2 minutes,White&#44 Shiny Cigar Shaped Craft Overhead,3/10/2011,28.2438889,-82.7194444
4906,2/25/2013 23:14,tampa,FL,us,light,5400,1.5 hours,5 crafts spotted in Tampa.,2/28/2013,27.9472222,-82.45861109999998
4907,2/26/2011 20:30,valrico,FL,us,fireball,1200,20 minutes,West to East flight pattern of 12 Unknown glowing objects.  ((NUFORC Note:  Possible &quot;Chinese&quot; lanterns&#44 we suspect.  PD)),3/10/2011,27.9455556,-82.25805559999999
4908,2/26/2013 13:00,south lake buena vista,FL,,circle,2,seconds,Caught on camera&#44 Orlando February 26&#44 2013&#44 a disc rapidly moving from let to right.,5/15/2013,28.393619,-81.538684
4909,2/27/2011 20:30,ormond beach,FL,us,diamond,900,15 minutes,Dimond shaped craft hovering in Ormond Beach FL,3/10/2011,29.2855556,-81.0561111
4910,2/27/2012 23:10,lakeland,FL,us,flash,30,30 seconds,&quot;Ball of fire&quot; going from east to west over Lakeland&#44 FL.,3/13/2012,28.0391667,-81.95
4911,2/27/2013 20:10,tequesta,FL,us,fireball,600,10 minutes,15+ Red/Orange Fireballs Over Florida.,2/28/2013,26.9677778,-80.1288889
4912,2/28/2012 18:00,ft. myers,FL,us,light,180,03:00,A light in the sky that traveled at a very high speed and then dissapered.  ((NUFORC Note:  Possible meteor.  PD)),3/13/2012,26.6402778,-81.8725
4913,2/28/2014 21:50,dover,FL,us,unknown,300,5 minutes,Stationary red and green lights flashing low in the sky.,3/18/2014,27.9938889,-82.2197222
4914,2/29/2012 21:00,plantation,FL,us,sphere,180,2-3 minutes,Four orbs flying over Plantation&#44 FL flying N-NW from FLL airport area.,3/13/2012,26.1272222,-80.2333333
4915,2/3/2011 07:00,lehigh,FL,,triangle,600,10 min,Black triangular craft with no running lights and two blue burners on the bottom flying near hwy 82 and sunshine in Lehigh,7/17/2011,26.62535,-81.624803
4916,2/3/2012 18:00,lake worth,FL,us,fireball,600,5- 10 minutes,South florida fireball/ orb changes color&#44 blends in with stars,9/24/2012,26.6155556,-80.05722220000001
4917,2/3/2013 23:00,cape coral,FL,us,light,60,~1 minute,Big bright red light.,2/4/2013,26.5625000,-81.94972220000001
4918,2/4/2012 20:05,weston,FL,us,chevron,600,10 min,LONG COLUMN OF AIRCRAFT OVER FT. LAUDERDALE,2/10/2012,26.1000000,-80.4
4919,2/4/2014 19:30,st. petersburg,FL,us,other,180,3 minutes,While walking my dog &#44 I saw a star like object move and disappeared .,2/7/2014,27.7705556,-82.67944440000001
4920,2/5/2014 17:55,fort myers,FL,us,other,300,5 minutes,Large bright U shaped (horseshoe/double tongue fork) looking object falling from the sky.,2/14/2014,26.6402778,-81.8725
4921,2/5/2014 21:00,deerfield beach,FL,us,light,300,5 minutes,2  bright round orange balls flying close together for a few minutes ( maybe 3). One diappears completely. The other travels a bit&#44 the,2/7/2014,26.3180556,-80.1
4922,2/6/2011 19:20,miami,FL,us,light,600,10 min,Orange orb of gelaming light hovering and preforming non-common aerospace manuvers,2/8/2011,25.7738889,-80.1938889
4923,2/6/2013 20:00,miami,FL,us,other,1800,~20-30 minutes,Very bright blinking star moving above Miami night sky&#44 near Gemini constellation,2/18/2013,25.7738889,-80.1938889
4924,2/7/2012 16:00,plantation,FL,us,chevron,300,5 in.approx.,Chevron shaped outline in clouds.,2/10/2012,26.1272222,-80.2333333
4925,2/8/2011 21:00,wilton manors,FL,us,circle,5,5 seconds,Two high speed craft,2/18/2011,26.1600000,-80.1391667
4926,2/8/2012 18:30,naples,FL,us,unknown,60,1 minute or so,Little fireballs in the sky&#33,2/10/2012,26.1416667,-81.795
4927,2/8/2012 20:55,marco island (northeast of),FL,,sphere,120,1 to 2 minutes,12-15 orange glowing objects moving slowly in night sky northeast of Marco Island&#44 Florida.,3/13/2012,25.939741,-81.707535
4928,2/8/2013 21:45,jacksonville,FL,us,diamond,900,10-15 minutes,Reddish-yellow elongated diamond star-sized lights moving in elongated V formation against night sky that gradually disappeared.,3/3/2013,30.3319444,-81.6558333
4929,2/8/2013 22:30,longwood,FL,us,circle,180,3 minutes,Orange &quot;fireball&quot; appearing flying shapes.,2/18/2013,28.7027778,-81.3386111
4930,2/8/2014 19:50,davie,FL,us,light,180,3 minutes,Seven flying lights turned south and climbed into clouds.,2/14/2014,26.0625000,-80.2333333
4931,2/8/2014 23:30,coral springs,FL,us,oval,120,2 minutes,2 crafts with orange/amber lights seen in Coral Springs&#44 One began rotating.,2/14/2014,26.2708333,-80.27083329999999
4932,2/9/2013 21:35,lithia,FL,us,circle,600,10 minutes,Orange orbs seen in Lithia Eastern sky. Uneven formation &amp; no flashing lights. Travelled faster than a passenger plane.  Travelled from,2/18/2013,27.8500000,-82.175
4933,2/9/2014 02:00,jacksonville,FL,us,fireball,300,3-5 minutes,Strange Row of Lights Over Jacksonville&#44 Fl.,2/14/2014,30.3319444,-81.6558333
4934,3/10/2012 19:00,sarasota,FL,us,triangle,240,4 min,Triangle with lights seen moving south along us 41 sarasota,3/13/2012,27.3361111,-82.5308333
4935,3/10/2012 19:30,naples,FL,us,light,90,90 sec,Orange light pulsating orbs in front moved slowly over Naples Beach&#44 no sound. Up and gone.,5/13/2012,26.1416667,-81.795
4936,3/10/2012 22:00,sebastian,FL,us,light,60,1 minute,Orange Light Over Sebastian&#44 Florida,3/13/2012,27.8161111,-80.4708333
4937,3/10/2012 23:00,orlando,FL,us,fireball,900,15 minutes,Orange orbs flying over Orlando,3/13/2012,28.5380556,-81.3794444
4938,3/10/2014 05:00,ormond beach,FL,us,circle,7200,2 hours,Morning object over Atlantic Ocean near daytona beach with strange southern eratic movement.... ((NUFORC Note:  Venus?  PD)),3/18/2014,29.2855556,-81.0561111
4939,3/10/2014 19:30,st. cloud,FL,us,other,60,1 minute,Loud (house shaking) booms in the area.,3/18/2014,28.2486111,-81.28138890000001
4940,3/11/2011 13:30,west palm beach,FL,us,light,1200,20 minutes,Saw many lights streaking from west to east,3/23/2011,26.7052778,-80.0366667
4941,3/11/2013 22:45,ormond beach,FL,us,unknown,420,6-7 minutes,Series of 6 orange red silent unknown objects.,5/15/2013,29.2855556,-81.0561111
4942,3/11/2014 21:45,sunrise,FL,us,light,120,2 minutes,Just very bright light then red then blue then green moving unlike any normal Craft in right angles then gone.,3/18/2014,26.1336111,-80.1133333
4943,3/11/2014 22:20,lakeland,FL,us,circle,60,1 minute,Spinning Circle with blueish and whitish lights around it.,3/18/2014,28.0391667,-81.95
4944,3/11/2014 22:30,sunrise,FL,us,circle,1800,30 minutes,Changing lights very fast speeds&#44 movement up and down.,3/18/2014,26.1336111,-80.1133333
4945,3/1/2012 18:45,melbourne,FL,us,fireball,30,30 seconds,Strange fireball,3/13/2012,28.0833333,-80.6083333
4946,3/1/2012 21:30,stuart,FL,us,fireball,60,aprox 1 minute,First&#44 I am not a follower of UFO sightings. I just plugged in &quot;fireballs in sky over Stuart&quot; in my search box to see if there was anyt,3/13/2012,27.1972222,-80.2530556
4947,3/1/2013 08:30,maitland,FL,us,triangle,8,6-8 seconds,Aqua blue lights in Maitland&#44 Florida.,5/15/2013,28.6275000,-81.3633333
4948,3/1/2014 00:00,palm city,FL,us,oval,60,1 minute,Video of bright orange or colored unidentified object in sky.,3/18/2014,27.1675000,-80.26638890000001
4949,3/1/2014 12:00,apollo beach,FL,us,oval,600,10 minutes,As I was walking my dog at approximately 12:00 noon&#44 on a beautiful clear day&#44 I saw what I first thought were a group of birds high in,3/18/2014,27.7727778,-82.40777779999999
4950,3/1/2014 19:40,tampa,FL,us,triangle,300,5 minutes,String of blinking red light aircraft.,3/18/2014,27.9472222,-82.45861109999998
4951,3/1/2014 21:10,davie,FL,us,disk,240,4 minutes,Amber Disk Sighted near Ft. Lauderdale International Airport.,3/18/2014,26.0625000,-80.2333333
4952,3/1/2014 21:45,miami,FL,us,circle,120,2 minutes,My girlfriend and I saw a strange ORANGE orb about 800-1000 feet above us flying at a normal speed.  It made no sound and flew into the,3/18/2014,25.7738889,-80.1938889
4953,3/1/2014 22:05,coral springs,FL,us,cone,300,5 minutes,Saw five cone shaped objects glowing orange heading Southwest in straight slightly offset formation. I stopped my car turned off the en,3/18/2014,26.2708333,-80.27083329999999
4954,3/12/2011 17:45,englewood,FL,us,disk,600,10 min.,Sunny South West Florida,3/23/2011,26.9616667,-82.3527778
4955,3/12/2012 00:00,ocala,FL,us,cigar,3600,1 hour,IFO sighting,5/13/2012,29.1869444,-82.14027779999999
4956,3/12/2013 22:00,pensacola,FL,us,changing,1800,30+ minutes,White orb triangular craft followed us.,5/15/2013,30.4211111,-87.2169444
4957,3/12/2013 22:00,port orange,FL,us,unknown,30,~30 seconds,Hovering lights&#44 apparently a helicopter&#44 with very dim lights and no discernible sound.,5/15/2013,29.1380556,-80.9958333
4958,3/12/2014 20:30,coral springs,FL,us,oval,600,10 minutes,I couldn&#39t believe i didn&#39t see this on the news&#33,3/18/2014,26.2708333,-80.27083329999999
4959,3/12/2014 22:20,sunrise,FL,us,light,180,3 minutes,Blue and Red light over the Everglades.,3/18/2014,26.1336111,-80.1133333
4960,3/13/2012 19:00,port charlotte,FL,us,circle,259200,3 days,Stationary object flashing red and green over south west coast of Florida near vacinity of Port Charlotte.,3/16/2012,26.9758333,-82.0908333
4961,3/13/2012 21:00,crystal beach,FL,us,light,600,10 min,2 bright lights same distance apart 2 nights in a row.  ((NUFORC Note:  Jupiter and Venus are in conjunction in the W sky.  PD)),3/16/2012,28.0911111,-82.78
4962,3/13/2014 13:35,jupiter,FL,us,triangle,300,5 minutes,Craft spotted in broad day light&#44 disappearing and reappearing three times moving in different directions each time before vanishing.,3/18/2014,26.9338889,-80.0944444
4963,3/14/2014 21:00,gainesville,FL,us,rectangle,120,2 minutes,The object hung suspended in the sky&#44 a huge rectangle&#44 at a diagonal angle.  Dark grey in color with dull green lights at the points.,3/18/2014,29.6513889,-82.325
4964,3/15/2012 21:00,tampa (near),FL,us,sphere,1200,20 minutes,Orange circles  with many smaller circles within them .... changing to white random shapes.,2/28/2013,27.9472222,-82.45861109999998
4965,3/15/2013 20:34,cape coral,FL,us,sphere,240,4 minutes,On Friday night&#44 3/15/13 at 8:34 pm I saw 6 round amber lights in the sky travelling slowly in a line-no sound-faded sequentially.,5/15/2013,26.5625000,-81.94972220000001
4966,3/15/2014 23:00,davie,FL,us,light,60,60 seconds,Amber lights over I-75...definitely not an aircraft on approach.,3/18/2014,26.0625000,-80.2333333
4967,3/15/2014 23:30,miami,FL,us,circle,180,3 minutes,HI&#44 WELL THIS IS REALLY INCREDIBLE&#44 BECAUSE I PERSONALY DO NOT BELIEVE IN THIS THINGS&#44 BUT LAST NIGHT 3/15/2014&#44I LIVE IN MIAMI LAKES I,3/18/2014,25.7738889,-80.1938889
4968,3/16/2012 20:00,zephyrhills,FL,us,light,600,8-10 minutes,Approximately 8 PM the evening of 3-16-12&#44 25 bright orange lights traveling south to west.,5/13/2012,28.2333333,-82.1813889
4969,3/16/2012 21:03,westville,FL,us,other,180,3 min,Unexplained Light In the Sky.,5/13/2012,30.7744444,-85.8516667
4970,3/16/2013 20:35,bradenton/sarasota,FL,,circle,600,5-10 minutes,Sat. evening 3/16 at 20:35 to 20:45&#44 my boyfriend called me outside he was cleaning a litter box&#44 we live where there are not alot of s,5/15/2013,27.395444,-82.554389
4971,3/16/2013 23:00,lehigh acres/fort myers,FL,,diamond,600,10 minutes,Sighting of four redish orange diamond shaped objects in SW Florida sky heading North East,5/15/2013,26.62535,-81.624803
4972,3/17/2012 00:15,holiday,FL,us,oval,900,15 mins,Orange fire ball in the night sky,5/13/2012,28.1875000,-82.7397222
4973,3/17/2012 23:30,casselberry,FL,us,fireball,600,7-10 minutes,Fire object casually moving across the sky.,5/13/2012,28.6775000,-81.3280556
4974,3/17/2013 21:30,tampa,FL,us,light,1200,20 minutes,My dad is retired pilot from the military&#44 we look out the window and all of sudden see tons of tinny lights people walking outside all,5/15/2013,27.9472222,-82.45861109999998
4975,3/17/2014 20:35,clearwater,FL,us,light,5,5 seconds,Sitting on my back porch looking north&#44 noticed a red&#44 purplish bright light&#44 it came from east to west &#44 appeared to head north slowly,3/18/2014,27.9655556,-82.80027779999999
4976,3/18/2012 21:00,port st. lucie,FL,,fireball,120,approx. 1-2 min.,Orange fire balls seen moving across the sky.,5/13/2012,27.273049,-80.358226
4977,3/18/2012 22:00,estero,FL,us,unknown,3000,45-50 minutes,Two bright objects which were motionless for 45 to 50 minutes&#44 each object containing 3 bright lights,5/13/2012,26.4377778,-81.8069444
4978,3/18/2012 22:00,niceville,FL,us,fireball,120,2 minutes,Amber colored silent spherical fireball rising from tree line then moving NE&#44 seen by 2 people. ((NUFORC Note:  Pilot report.  PD)),5/13/2012,30.5166667,-86.48222220000001
4979,3/18/2012 23:00,gainesville,FL,us,light,1800,30 min,Bright light in western sky.  Not a planet.  Could not be identified by smartphone app.,5/13/2012,29.6513889,-82.325
4980,3/19/2011 13:24,glen st. mary,FL,,teardrop,40,40 seconds,In a cloudless blue sky a large white teardrop to triangular shaped object appeared&#44 disappeared&#44 reappeared then disappeared again.,3/23/2011,30.275784,-82.161518
4981,3/19/2011 21:30,vero beach,FL,us,light,60,1 minute,Seven&#44 large&#44 bright lights spotted by two witnesses&#44 above horizon&#44 in Vero Beach&#44 Florida,6/12/2011,27.6383333,-80.3975
4982,3/19/2011 22:00,lake worth,FL,us,changing,300,5 mins,Possible UFO 3/19/2010 Lake Worth&#44FL night of the Super Moon,3/23/2011,26.6155556,-80.05722220000001
4983,3/19/2014 02:00,lakeland,FL,us,triangle,1,hours,Shape shifting objects all over central Florida Sky.,3/21/2014,28.0391667,-81.95
4984,3/19/2014 21:00,ormond beach,FL,us,triangle,900,15 minutes,V-Shaped cloudy object with 6 lights.,3/21/2014,29.2855556,-81.0561111
4985,3/19/2014 21:45,sanford,FL,us,triangle,150,2.5 minutes,V-shaped Three Bright Lights in triangular formation; flying and hovering low in the sky. Three witnesses,3/21/2014,28.8002778,-81.2733333
4986,3/19/2014 22:00,boynton beach,FL,us,circle,600,10 minutes,I can&#39t believe I didnt saw this in the news&#44 it was shape circle with red and green lights going back and forth like 300mph&#44,3/21/2014,26.5250000,-80.0666667
4987,3/20/2012 22:30,kendall,FL,us,light,87,87 seconds,UFO SIGHTING OVER KENDALL FLORIDA. NOT A  HOAK&#33,5/13/2012,25.6788889,-80.3175
4988,3/20/2013 21:30,naples,FL,us,circle,480,8 minutes,Four very large orange glowing orbs arising from a nature preserve in North Naples Florida observed by 5 adults March .2013.,5/15/2013,26.1416667,-81.795
4989,3/20/2014 20:30,coconut creek,FL,us,light,300,5 minutes,Strange red&#44 white&#44 and blue color changing&#44 fast moving&#44 ball of light&#33,3/21/2014,26.2513889,-80.1791667
4990,3/20/2014 22:00,kissimmee,FL,us,,120,several minutes,Unexplained cannon-like sounds heard at night.,3/27/2014,28.2916667,-81.40777779999999
4991,3/21/2011 18:30,sarasota,FL,us,changing,5,half hour,03/21/00 18:30 pm sarasota fl round and oval 30 minutes round and over sarasota fl,4/3/2011,27.3361111,-82.5308333
4992,3/21/2011 21:27,vero beach,FL,us,light,120,approx 2 minutes,Amber light moving westward over Vero Beach&#44  Florida.,3/23/2011,27.6383333,-80.3975
4993,3/21/2013 18:00,fort meyers,FL,,,900,~15 minutes,This alien being was not visible at the time of the photo being taken&#44 but was visible later in the photo.,5/15/2013,26.640628,-81.87230799999999
4994,3/21/2013 22:10,orlando,FL,us,circle,15,15 seconds,Stepped outside at 2210 hours to place an item in my vehicle that was parked at end of driveway. An object caught my eye moving at a fa,5/15/2013,28.5380556,-81.3794444
4995,3/21/2013 22:15,englewood,FL,us,light,5,~5 seconds,Bright green light appears&#44 moves slowly for 2-4sec&#44 and thrusts itself into the distance disappearing.,5/15/2013,26.9616667,-82.3527778
4996,3/2/2012 20:00,st. petersburg,FL,us,circle,13,13 seconds,Bright star like object moving at a slow rate across the night sky. Within 13 seconds it slowly began to get smaller and disappeared. N,3/13/2012,27.7705556,-82.67944440000001
4997,3/2/2012 23:00,orlando,FL,us,fireball,120,2 minutes,2 Fire Balls Flying In The Sky,3/13/2012,28.5380556,-81.3794444
4998,3/2/2013 21:00,debary,FL,us,fireball,180,3 minutes,Round slow moving ball at 9 pm.,4/12/2013,28.8827778,-81.30888890000001
4999,3/2/2013 21:10,brandon,FL,us,light,600,10 minutes,Amber lights moving around and then disappeared.,3/3/2013,27.9375000,-82.28611109999999
5000,3/2/2014 19:00,west palm beach,FL,us,other,180,2-3 minutes,Blue U shape light moving slow and suddenly speeding up.,3/18/2014,26.7052778,-80.0366667
5001,3/2/2014 22:30,sunrise,FL,us,sphere,300,5 minutes,Green&#44 blue&#44 reddish lights in Sunrise&#44 FL; unusual movements and speed without noise.,3/18/2014,26.1336111,-80.1133333
5002,3/22/2011 22:40,palm coast,FL,us,circle,120,2 minutes,Driving north on belle terre parkway towards my house. Noticed a strange light in the sky. It was not a plane or a helicopter. I heard,3/23/2011,29.5847222,-81.2080556
5003,3/22/2014 10:10,port st. lucie,FL,,fireball,480,8 minutes,Silent fireballs.,3/27/2014,27.273049,-80.358226
5004,3/22/2014 12:00,macdill air force base tampa,FL,,light,35,35 seconds,Morphing White Lights Photographed from inside Air Force Base,3/27/2014,27.863302,-82.49951899999999
5005,3/22/2014 21:44,port st. lucie,FL,,light,300,5 minutes?,Several red lights traveling from the north west towards the east and north again at  21:44 just above the horizon in Port St Lucie.,3/27/2014,27.273049,-80.358226
5006,3/23/2012 21:10,boynton beach,FL,us,unknown,300,5 minutes,12 glowing orange colored UFO sighting over Boynton Beach Florida,5/13/2012,26.5250000,-80.0666667
